ID,Header Size,Payload Size,Packet Size,Average Packet Size,Average Payload Size,Average Header Size,
535,20,1,55,814.0,760.0,20.0,
536,32,0,66,814.0,760.0,20.0,
537,20,1,55,814.0,760.0,20.0,
538,32,0,66,814.0,760.0,20.0,
539,20,423,477,814.0,760.0,20.0,
541,20,0,54,814.0,760.0,20.0,
542,20,492,546,814.0,760.0,20.0,
543,20,1386,1440,814.0,760.0,20.0,
544,20,0,54,814.0,760.0,20.0,
545,20,1386,1440,814.0,760.0,20.0,
546,20,1386,1440,814.0,760.0,20.0,
547,20,0,54,814.0,760.0,20.0,
548,20,1386,1440,814.0,760.0,20.0,
549,20,1386,1440,814.0,760.0,20.0,
550,20,0,54,814.0,760.0,20.0,
551,20,1386,1440,814.0,760.0,20.0,
552,20,1386,1440,814.0,760.0,20.0,
553,20,0,54,814.0,760.0,20.0,
554,20,1386,1440,814.0,760.0,20.0,
555,20,1386,1440,814.0,760.0,20.0,
556,20,0,54,814.0,760.0,20.0,
557,20,1386,1440,814.0,760.0,20.0,
558,20,1386,1440,814.0,760.0,20.0,
559,20,0,54,814.0,760.0,20.0,
560,20,1386,1440,814.0,760.0,20.0,
562,20,1386,1440,814.0,760.0,20.0,
563,20,0,54,814.0,760.0,20.0,
565,20,1386,1440,814.0,760.0,20.0,
566,20,1386,1440,814.0,760.0,20.0,
567,20,1386,1440,814.0,760.0,20.0,
568,20,1386,1440,814.0,760.0,20.0,
569,20,0,54,814.0,760.0,20.0,
570,20,1386,1440,814.0,760.0,20.0,
571,20,1386,1440,814.0,760.0,20.0,
572,20,0,54,814.0,760.0,20.0,
573,20,1386,1440,814.0,760.0,20.0,
574,20,1386,1440,814.0,760.0,20.0,
575,20,0,54,814.0,760.0,20.0,
576,20,1386,1440,814.0,760.0,20.0,
577,20,1386,1440,814.0,760.0,20.0,
578,20,0,54,814.0,760.0,20.0,
579,20,1386,1440,814.0,760.0,20.0,
580,20,1386,1440,814.0,760.0,20.0,
581,20,0,54,814.0,760.0,20.0,
582,20,1386,1440,814.0,760.0,20.0,
583,20,1386,1440,814.0,760.0,20.0,
584,20,0,54,814.0,760.0,20.0,
585,20,1386,1440,814.0,760.0,20.0,
586,20,1386,1440,814.0,760.0,20.0,
587,20,1386,1440,814.0,760.0,20.0,
588,20,0,54,814.0,760.0,20.0,
589,20,1386,1440,814.0,760.0,20.0,
590,20,1386,1440,814.0,760.0,20.0,
591,20,1386,1440,814.0,760.0,20.0,
592,20,1386,1440,814.0,760.0,20.0,
593,20,1386,1440,814.0,760.0,20.0,
594,20,1386,1440,814.0,760.0,20.0,
595,20,1386,1440,814.0,760.0,20.0,
596,20,1386,1440,814.0,760.0,20.0,
597,20,1386,1440,814.0,760.0,20.0,
598,20,1386,1440,814.0,760.0,20.0,
599,20,1386,1440,814.0,760.0,20.0,
600,20,1386,1440,814.0,760.0,20.0,
601,20,1386,1440,814.0,760.0,20.0,
602,20,1386,1440,814.0,760.0,20.0,
604,20,1386,1440,814.0,760.0,20.0,
605,20,0,54,814.0,760.0,20.0,
606,20,0,54,814.0,760.0,20.0,
608,20,1386,1440,814.0,760.0,20.0,
609,20,1386,1440,814.0,760.0,20.0,
610,20,0,54,814.0,760.0,20.0,
611,20,1386,1440,814.0,760.0,20.0,
612,20,1386,1440,814.0,760.0,20.0,
613,20,0,54,814.0,760.0,20.0,
614,20,1386,1440,814.0,760.0,20.0,
615,20,1386,1440,814.0,760.0,20.0,
616,20,0,54,814.0,760.0,20.0,
617,20,1386,1440,814.0,760.0,20.0,
618,20,1386,1440,814.0,760.0,20.0,
619,20,1386,1440,814.0,760.0,20.0,
620,20,0,54,814.0,760.0,20.0,
621,20,1386,1440,814.0,760.0,20.0,
622,20,0,54,814.0,760.0,20.0,
623,20,1386,1440,814.0,760.0,20.0,
624,20,1386,1440,814.0,760.0,20.0,
625,20,0,54,814.0,760.0,20.0,
626,20,1386,1440,814.0,760.0,20.0,
627,20,1386,1440,814.0,760.0,20.0,
628,20,0,54,814.0,760.0,20.0,
629,20,1386,1440,814.0,760.0,20.0,
630,20,1386,1440,814.0,760.0,20.0,
631,20,0,54,814.0,760.0,20.0,
632,20,1386,1440,814.0,760.0,20.0,
633,20,1386,1440,814.0,760.0,20.0,
634,20,0,54,814.0,760.0,20.0,
635,20,1386,1440,814.0,760.0,20.0,
636,20,1386,1440,814.0,760.0,20.0,
637,20,0,54,814.0,760.0,20.0,
638,20,1386,1440,814.0,760.0,20.0,
639,20,1386,1440,814.0,760.0,20.0,
640,20,0,54,814.0,760.0,20.0,
641,20,1386,1440,814.0,760.0,20.0,
642,20,1386,1440,814.0,760.0,20.0,
643,20,0,54,814.0,760.0,20.0,
644,20,1386,1440,814.0,760.0,20.0,
645,20,1386,1440,814.0,760.0,20.0,
646,20,0,54,814.0,760.0,20.0,
647,20,1386,1440,814.0,760.0,20.0,
649,20,1386,1440,814.0,760.0,20.0,
650,20,0,54,814.0,760.0,20.0,
